time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
06/04/2020 07:00,7,0,9,1,4,1,9
10/04/2020 09:05,2,6,6,7,2,1,9
10/04/2020 03:30,4,0,5,5,10,1,9
08/04/2020 09:30,9,8,8,4,2,1,9
09/04/2020 16:20,1,0,2,7,1,1,9
09/04/2020 12:40,9,0,0,5,6,1,9
09/04/2020 08:55,4,8,7,1,5,1,9
10/04/2020 15:10,8,0,4,10,7,1,9
06/04/2020 14:45,3,6,8,9,10,1,9
09/04/2020 11:05,4,1,10,5,4,1,9
07/04/2020 08:50,6,3,8,2,10,1,9
06/04/2020 16:50,9,0,0,8,7,1,9
08/04/2020 01:25,10,3,7,7,2,1,9
06/04/2020 14:10,2,1,2,4,1,1,9
08/04/2020 11:35,3,10,1,5,8,1,9
08/04/2020 03:40,2,6,2,9,4,1,9
10/04/2020 02:25,9,10,7,9,9,1,9
08/04/2020 08:05,10,5,2,2,3,1,9
10/04/2020 01:05,5,1,8,10,6,1,9
06/04/2020 19:25,1,0,9,2,6,1,9
06/04/2020 05:45,7,10,7,1,10,1,9
09/04/2020 15:05,0,1,0,4,7,1,9
08/04/2020 02:30,2,7,7,7,10,1,9
09/04/2020 13:35,6,4,4,1,5,0,9
10/04/2020 17:50,2,3,8,10,8,1,9
09/04/2020 16:35,2,0,3,9,4,1,9
09/04/2020 07:05,6,9,10,3,10,1,9
08/04/2020 11:25,10,7,6,10,7,1,9
06/04/2020 14:35,7,0,1,8,6,1,9
06/04/2020 09:30,9,3,3,4,2,1,9
06/04/2020 05:40,9,7,10,10,9,1,9
07/04/2020 14:15,4,9,2,5,7,1,9
07/04/2020 18:15,1,5,3,5,6,0,9
08/04/2020 03:00,7,8,5,10,3,1,9
09/04/2020 20:20,5,7,2,5,10,1,9
08/04/2020 23:45,2,0,3,5,6,1,9
06/04/2020 16:25,1,5,7,1,9,1,9
06/04/2020 14:20,7,3,10,7,10,1,9
09/04/2020 05:40,6,4,6,4,1,1,9
06/04/2020 01:50,4,1,6,7,10,1,9
09/04/2020 16:20,7,3,0,1,2,1,9
07/04/2020 20:45,1,1,10,0,1,1,9
10/04/2020 23:55,9,3,6,10,3,1,9
08/04/2020 23:45,1,10,2,10,10,1,9
10/04/2020 07:50,5,10,2,0,8,1,9
10/04/2020 00:00,10,9,10,6,7,1,9
07/04/2020 19:25,2,8,7,0,5,0,9
09/04/2020 15:10,6,1,0,9,5,1,9
10/04/2020 16:35,5,9,10,3,10,1,9
07/04/2020 10:35,2,4,7,3,4,1,9
07/04/2020 07:00,10,10,8,0,0,1,9
06/04/2020 23:20,3,2,1,10,0,0,9
10/04/2020 11:45,8,2,8,6,10,1,9
06/04/2020 16:15,7,10,7,9,4,1,9
08/04/2020 00:35,2,8,4,10,10,0,9
08/04/2020 07:00,10,3,7,6,9,1,9
08/04/2020 11:20,2,4,1,10,5,1,9
10/04/2020 11:35,7,10,0,4,5,1,9
07/04/2020 11:10,2,5,4,0,5,0,9
10/04/2020 05:25,7,7,3,8,1,1,9
08/04/2020 23:45,4,8,0,8,10,1,9
10/04/2020 09:20,0,10,2,5,7,1,9
07/04/2020 16:40,9,8,10,6,5,0,9
07/04/2020 03:50,4,5,2,3,10,1,9
07/04/2020 06:20,6,4,6,6,4,1,9
06/04/2020 23:05,0,10,10,8,8,1,9
06/04/2020 04:20,10,9,8,10,1,0,9
07/04/2020 05:45,9,0,5,8,7,1,9
09/04/2020 03:40,10,7,7,9,5,1,9
08/04/2020 23:45,1,10,8,6,10,1,9
06/04/2020 09:35,7,6,4,6,3,1,9
08/04/2020 03:35,6,0,8,9,8,1,9
10/04/2020 14:20,4,7,0,2,2,1,9
07/04/2020 00:05,4,2,9,2,9,1,9
06/04/2020 17:45,7,4,4,10,6,1,9
06/04/2020 16:15,2,7,2,7,1,1,9
10/04/2020 04:15,6,2,2,2,10,1,9
08/04/2020 11:25,3,2,8,10,10,1,9
07/04/2020 04:10,10,5,2,10,10,1,9
10/04/2020 04:45,4,5,10,5,1,1,9
09/04/2020 05:35,8,5,9,9,4,1,9
10/04/2020 20:10,1,2,0,2,0,1,9
07/04/2020 17:35,0,0,9,7,3,1,9
07/04/2020 21:30,4,8,4,3,9,1,9
06/04/2020 02:20,10,10,0,2,10,1,9
06/04/2020 17:15,8,6,8,1,1,1,9
06/04/2020 04:30,10,8,10,2,1,1,9
07/04/2020 10:20,8,5,0,10,10,0,9
06/04/2020 13:10,4,10,3,7,4,1,9
07/04/2020 14:30,5,10,8,7,6,1,9
08/04/2020 09:20,6,8,10,2,1,1,9
06/04/2020 16:35,2,6,4,8,7,1,9
08/04/2020 03:10,3,0,3,6,7,1,9
09/04/2020 06:20,10,1,3,2,5,1,9
10/04/2020 01:40,6,1,5,6,3,1,9
06/04/2020 20:05,7,3,7,7,7,1,9
09/04/2020 23:40,5,7,7,4,8,1,9
09/04/2020 10:25,10,5,10,7,10,1,9
10/04/2020 14:35,10,0,1,5,1,1,9
06/04/2020 17:05,2,7,6,7,7,1,9
07/04/2020 07:00,10,10,9,10,1,1,9
07/04/2020 09:45,10,8,3,2,8,1,9
06/04/2020 04:55,5,7,4,10,3,1,9
06/04/2020 07:10,10,4,10,4,8,1,9
10/04/2020 04:45,9,5,2,3,2,1,9
09/04/2020 13:05,7,10,10,10,5,1,9
10/04/2020 17:00,0,5,9,7,1,1,9
07/04/2020 08:50,10,5,0,10,4,1,9
10/04/2020 18:15,4,6,0,5,10,1,9
06/04/2020 08:55,0,10,2,10,4,1,9
10/04/2020 03:00,10,10,7,3,3,1,9
09/04/2020 21:45,1,8,7,7,8,1,9
08/04/2020 03:10,0,7,3,9,5,1,9
10/04/2020 19:05,4,2,0,10,5,1,9
08/04/2020 04:00,2,3,1,3,5,1,9
09/04/2020 18:45,10,2,4,10,2,1,9
09/04/2020 21:55,0,8,7,9,10,1,9
07/04/2020 02:25,10,9,6,10,0,1,9
08/04/2020 10:30,5,10,1,7,7,1,9
10/04/2020 22:25,10,1,2,3,1,1,9
06/04/2020 16:10,0,1,4,4,8,1,9
07/04/2020 18:20,0,2,7,2,5,1,9
07/04/2020 13:25,9,10,3,3,0,1,9
06/04/2020 08:25,8,2,5,4,4,1,9
07/04/2020 00:50,2,1,6,0,9,1,9
09/04/2020 18:45,8,9,9,0,4,1,9
08/04/2020 05:05,0,6,8,10,1,1,9
10/04/2020 14:30,8,10,4,9,8,1,9
06/04/2020 01:25,6,2,7,3,8,1,9
08/04/2020 23:45,10,2,5,9,1,1,9
09/04/2020 10:30,5,8,5,5,10,1,9
09/04/2020 17:15,4,2,10,4,9,1,9
07/04/2020 05:05,3,8,9,2,10,1,9
07/04/2020 10:35,2,9,10,5,8,1,9
09/04/2020 19:40,5,3,8,0,9,1,9
08/04/2020 06:50,0,2,7,10,10,1,9
10/04/2020 17:15,5,5,3,7,7,1,9
10/04/2020 20:50,9,2,1,5,10,1,9
08/04/2020 23:45,8,5,10,8,0,1,9
06/04/2020 09:30,5,2,5,10,9,1,9
09/04/2020 12:55,1,10,9,5,7,1,9
07/04/2020 12:05,6,6,9,3,6,1,9
07/04/2020 03:25,0,10,10,7,2,1,9
10/04/2020 07:10,10,0,1,7,10,1,9
06/04/2020 21:30,0,0,3,9,4,1,9
06/04/2020 05:55,9,9,4,2,6,1,9
09/04/2020 00:35,4,0,6,7,8,1,9
06/04/2020 17:15,6,7,1,6,7,1,9
06/04/2020 06:55,0,1,10,1,7,1,9
06/04/2020 01:20,0,7,2,2,4,1,9
08/04/2020 09:25,9,10,8,4,8,1,9
07/04/2020 08:55,7,4,0,0,9,1,9
09/04/2020 17:40,10,8,9,2,10,1,9
06/04/2020 11:15,10,6,8,9,4,1,9
09/04/2020 12:30,10,6,6,8,8,1,9
07/04/2020 15:40,4,7,8,9,2,1,9
07/04/2020 18:50,2,10,10,2,9,1,9
06/04/2020 09:20,8,10,4,10,0,1,9
07/04/2020 21:50,1,0,8,1,10,1,9
09/04/2020 05:55,7,5,10,10,10,1,9
06/04/2020 23:50,4,3,9,6,8,1,9
09/04/2020 08:00,6,1,1,1,5,0,9
09/04/2020 04:20,9,1,10,10,10,0,9
06/04/2020 20:30,1,9,6,5,3,1,9
07/04/2020 14:00,9,3,6,4,8,1,9
09/04/2020 08:10,4,7,4,0,10,0,9
07/04/2020 08:40,3,6,2,10,3,1,9
10/04/2020 21:35,2,3,10,8,9,1,9
09/04/2020 13:35,5,3,8,4,5,1,9
06/04/2020 02:50,5,8,9,8,10,1,9
06/04/2020 13:45,3,0,10,7,2,1,9
09/04/2020 05:55,5,7,10,6,8,1,9
07/04/2020 07:20,5,10,6,10,6,1,9
06/04/2020 01:15,8,9,1,3,1,1,9
07/04/2020 00:45,4,10,5,7,10,1,9
06/04/2020 21:50,0,9,3,5,3,1,9
09/04/2020 19:25,1,10,2,6,0,1,9
06/04/2020 06:40,3,9,7,10,0,1,9
06/04/2020 07:10,3,6,1,10,4,1,9
10/04/2020 14:40,8,4,1,10,0,1,9
06/04/2020 22:45,9,5,3,8,5,1,9
10/04/2020 18:30,7,4,8,6,7,1,9
08/04/2020 09:25,3,9,4,3,10,1,9
07/04/2020 16:45,8,2,1,7,9,0,9
10/04/2020 13:15,6,8,2,7,8,1,9
06/04/2020 07:35,6,0,5,1,5,1,9
09/04/2020 01:15,6,4,5,7,4,1,9
09/04/2020 21:20,5,10,3,6,7,1,9
07/04/2020 23:10,3,4,10,7,3,1,9
08/04/2020 23:45,3,7,4,10,8,1,9
10/04/2020 23:05,8,8,6,10,0,1,9
10/04/2020 06:40,10,3,3,10,10,0,9
10/04/2020 15:25,7,7,6,5,7,1,9
10/04/2020 13:05,9,8,7,10,5,1,9
08/04/2020 04:05,10,4,10,6,9,1,9
10/04/2020 00:40,4,7,3,0,4,1,9
10/04/2020 19:50,10,0,8,10,10,1,9
10/04/2020 15:35,2,5,0,3,7,1,9
06/04/2020 01:05,7,9,10,0,1,1,9
07/04/2020 09:35,6,5,10,3,7,1,9
09/04/2020 02:00,3,9,7,0,2,1,9
07/04/2020 19:20,0,6,1,7,1,1,9
07/04/2020 11:00,0,2,9,10,1,1,9
10/04/2020 11:40,9,7,10,1,9,1,9
06/04/2020 05:25,9,6,1,1,7,1,9
07/04/2020 17:55,7,3,2,3,10,1,9
07/04/2020 14:55,9,6,1,8,8,1,9
07/04/2020 11:55,10,0,7,8,2,1,9
08/04/2020 07:55,10,10,7,5,0,1,9
08/04/2020 09:45,2,8,7,6,10,1,9
09/04/2020 07:30,9,10,3,2,7,1,9
09/04/2020 07:50,3,3,10,2,8,1,9
07/04/2020 07:20,2,1,3,8,0,1,9
08/04/2020 07:45,10,1,9,4,7,1,9
06/04/2020 17:50,1,5,4,5,4,1,9
08/04/2020 04:00,5,0,0,7,8,0,9
09/04/2020 10:25,5,5,6,10,3,1,9
09/04/2020 12:45,3,10,10,7,1,1,9
10/04/2020 11:00,5,7,6,3,0,1,9
06/04/2020 04:55,10,3,3,7,8,1,9
08/04/2020 04:00,8,10,7,10,6,1,9
10/04/2020 22:10,0,5,1,3,10,1,9
08/04/2020 10:50,6,7,10,10,6,1,9
08/04/2020 23:45,5,8,6,3,8,0,9
08/04/2020 05:55,1,1,6,7,5,1,9
06/04/2020 10:30,8,4,5,1,2,1,9
07/04/2020 13:55,2,5,9,10,1,1,9
09/04/2020 07:45,2,4,7,6,7,1,9
09/04/2020 00:00,10,6,4,6,10,1,9
08/04/2020 23:45,7,0,9,4,9,1,9
10/04/2020 22:15,8,10,10,0,1,1,9
09/04/2020 23:55,9,10,9,4,8,1,9
10/04/2020 22:05,8,0,6,0,6,0,9
07/04/2020 06:10,2,10,0,6,7,1,9
09/04/2020 05:15,3,2,6,5,7,0,9
06/04/2020 14:55,4,5,3,0,0,1,9
09/04/2020 15:40,0,3,1,5,5,1,9
09/04/2020 15:50,8,1,5,9,7,1,9
09/04/2020 01:55,5,6,6,9,0,1,9
09/04/2020 18:55,1,10,2,8,3,0,9
09/04/2020 23:40,8,10,5,9,5,1,9
06/04/2020 10:40,8,4,7,2,7,1,9
08/04/2020 23:45,10,0,4,2,8,1,9
07/04/2020 20:00,2,7,10,5,10,0,9
06/04/2020 09:35,0,9,1,6,5,1,9
09/04/2020 04:15,10,0,1,4,7,1,9
07/04/2020 18:35,7,8,3,7,6,1,9
08/04/2020 07:15,8,2,1,3,6,1,9
09/04/2020 04:10,6,1,6,2,3,1,9
07/04/2020 17:50,3,7,5,9,10,1,9
06/04/2020 23:10,0,10,4,4,4,1,9
10/04/2020 07:00,10,4,10,5,7,1,9
06/04/2020 22:10,10,8,7,9,6,1,9
09/04/2020 15:50,8,4,1,9,5,1,9
07/04/2020 10:05,7,0,0,7,10,1,9
06/04/2020 20:45,5,10,7,1,0,1,9
07/04/2020 05:30,0,0,5,3,3,1,9
07/04/2020 14:15,7,0,1,0,8,1,9
07/04/2020 21:45,2,1,2,10,1,1,9
06/04/2020 19:15,5,1,7,8,2,1,9
10/04/2020 07:50,1,10,10,6,0,1,9
09/04/2020 06:00,0,0,5,3,10,1,9
08/04/2020 23:45,8,4,1,3,5,1,9
06/04/2020 12:30,10,2,2,10,1,1,9
07/04/2020 06:25,1,1,5,1,8,1,9
10/04/2020 12:45,3,10,10,2,4,1,9
06/04/2020 09:05,4,5,8,7,5,1,9
06/04/2020 05:45,7,6,4,2,10,1,9
10/04/2020 07:45,2,10,7,5,10,1,9
08/04/2020 10:10,10,8,7,3,5,1,9
07/04/2020 15:35,10,10,2,5,5,1,9
10/04/2020 17:45,6,4,3,10,5,1,9
09/04/2020 16:40,10,0,0,6,2,1,9
07/04/2020 15:30,5,9,10,6,5,1,9
07/04/2020 15:45,8,10,2,10,10,1,9
10/04/2020 08:20,6,6,1,6,0,1,9
10/04/2020 11:45,5,5,6,3,10,1,9
09/04/2020 04:25,1,10,2,9,4,1,9
09/04/2020 14:30,5,1,10,9,10,0,9
09/04/2020 11:25,0,10,4,5,9,1,9
09/04/2020 03:40,6,8,8,3,10,1,9
07/04/2020 10:25,10,8,10,8,2,1,9
10/04/2020 23:50,2,6,4,3,0,1,9
10/04/2020 17:05,1,3,6,4,5,1,9
09/04/2020 10:10,10,4,2,2,6,1,9
09/04/2020 10:00,5,10,9,3,5,1,9
10/04/2020 19:55,2,5,9,9,10,1,9
08/04/2020 00:45,6,5,5,2,3,0,9
07/04/2020 16:15,1,5,10,4,9,1,9
10/04/2020 17:20,9,10,4,10,0,1,9
08/04/2020 23:45,8,2,2,1,7,1,9
10/04/2020 03:00,10,5,2,7,10,0,9
07/04/2020 23:15,4,6,10,3,0,0,9
07/04/2020 03:45,7,7,5,1,7,1,9
07/04/2020 16:10,1,0,3,10,0,0,9
10/04/2020 12:55,6,8,7,10,10,1,9
08/04/2020 07:20,3,7,9,1,9,1,9
06/04/2020 13:45,10,5,3,2,6,1,9
07/04/2020 04:05,7,8,6,7,4,1,9
09/04/2020 00:40,8,8,2,6,10,1,9
06/04/2020 02:30,10,1,4,3,8,1,9
07/04/2020 01:05,4,3,5,3,3,1,9
06/04/2020 18:35,1,0,8,5,0,1,9
10/04/2020 16:30,0,2,1,10,7,0,9
06/04/2020 01:00,10,4,4,1,1,1,9
06/04/2020 21:05,9,7,6,2,2,1,9
09/04/2020 20:20,8,6,4,4,6,1,9
08/04/2020 12:00,6,0,8,10,8,0,9
10/04/2020 20:55,7,2,3,9,2,1,9
08/04/2020 23:45,7,8,5,6,5,1,9
08/04/2020 23:45,2,3,0,2,3,1,9
08/04/2020 23:45,8,4,2,0,10,1,9
09/04/2020 10:35,3,3,7,1,6,1,9
09/04/2020 22:55,8,10,3,3,9,1,9
07/04/2020 20:55,7,10,10,2,6,1,9
09/04/2020 04:55,7,9,0,0,3,1,9
07/04/2020 11:00,4,9,7,5,8,1,9
09/04/2020 16:15,8,3,9,7,10,1,9
07/04/2020 00:30,10,9,10,5,10,1,9
08/04/2020 08:55,10,6,7,10,0,1,9
10/04/2020 21:45,3,5,8,8,2,1,9
06/04/2020 17:30,7,6,9,8,5,1,9
09/04/2020 05:55,3,8,9,0,6,1,9
09/04/2020 17:55,10,0,0,4,3,0,9
09/04/2020 07:40,5,0,8,8,6,1,9
10/04/2020 07:25,8,4,0,5,1,0,9
08/04/2020 07:55,6,10,9,5,2,1,9
09/04/2020 04:05,5,6,1,5,8,1,9
08/04/2020 23:45,0,2,4,0,5,1,9
09/04/2020 11:30,9,0,7,2,2,0,9
08/04/2020 04:00,2,6,0,6,3,1,9
09/04/2020 12:50,10,6,8,4,2,1,9
06/04/2020 18:55,9,10,2,10,6,1,9
06/04/2020 09:45,10,10,1,4,6,1,9
07/04/2020 20:55,3,1,0,1,8,1,9
09/04/2020 23:40,4,7,7,10,5,1,9
06/04/2020 21:10,4,6,1,1,7,1,9
10/04/2020 01:15,0,1,5,7,10,0,9
10/04/2020 21:40,4,8,8,6,1,1,9
07/04/2020 08:55,10,5,7,6,0,1,9
07/04/2020 21:40,8,4,6,8,2,1,9
10/04/2020 18:25,0,6,2,0,8,1,9
07/04/2020 03:40,10,2,5,3,6,1,9
09/04/2020 00:40,10,2,5,1,9,1,9
09/04/2020 03:35,0,2,9,4,1,1,9
07/04/2020 04:50,3,0,1,8,7,1,9
07/04/2020 14:15,10,0,0,10,1,1,9
06/04/2020 22:05,3,7,10,2,2,1,9
09/04/2020 19:55,10,8,2,10,8,1,9
09/04/2020 07:30,5,10,5,5,8,1,9
10/04/2020 13:20,3,8,10,7,1,1,9
08/04/2020 05:45,6,7,8,0,8,1,9
07/04/2020 03:30,8,10,9,7,6,1,9
10/04/2020 21:40,6,5,4,9,0,1,9
09/04/2020 06:25,4,10,7,5,7,1,9
09/04/2020 01:45,10,8,10,1,3,1,9
06/04/2020 12:05,7,4,6,7,9,1,9
08/04/2020 01:00,1,10,10,10,6,1,9
06/04/2020 02:40,10,10,5,1,8,1,9
09/04/2020 13:30,1,2,7,8,8,1,9
10/04/2020 11:05,9,9,4,5,10,1,9
07/04/2020 23:10,0,9,7,5,2,1,9
10/04/2020 17:15,1,10,7,3,9,1,9
08/04/2020 23:45,9,7,5,2,1,1,9
07/04/2020 16:05,6,7,3,10,10,0,9
07/04/2020 10:45,7,6,1,7,6,1,9
06/04/2020 03:35,9,1,0,8,9,1,9
10/04/2020 00:10,1,7,1,0,3,1,9
10/04/2020 18:00,0,4,5,6,1,1,9
10/04/2020 21:15,10,8,1,1,0,1,9
08/04/2020 23:45,5,10,8,0,3,1,9
09/04/2020 12:40,9,5,4,1,7,1,9
06/04/2020 08:05,5,10,3,10,3,1,9
10/04/2020 23:05,2,7,10,0,7,1,9
10/04/2020 00:45,6,5,8,3,2,0,9
06/04/2020 04:30,6,4,4,3,10,0,9
06/04/2020 12:20,2,7,2,2,7,1,9
06/04/2020 17:35,10,1,5,8,10,1,9
08/04/2020 08:10,6,8,0,9,9,1,9
10/04/2020 08:45,6,0,3,7,5,1,9
07/04/2020 20:40,1,10,7,4,5,1,9
10/04/2020 06:05,7,0,4,4,10,1,9
06/04/2020 18:55,6,1,3,0,7,1,9
06/04/2020 11:45,1,8,6,0,3,1,9
10/04/2020 19:00,1,1,9,9,4,1,9
09/04/2020 06:20,6,7,10,10,3,1,9
07/04/2020 01:45,0,2,7,8,8,1,9
08/04/2020 10:05,10,8,10,8,6,1,9
06/04/2020 06:25,6,0,10,0,10,1,9
08/04/2020 07:55,4,1,10,5,3,1,9
10/04/2020 07:15,9,2,8,6,9,0,9
10/04/2020 17:05,7,6,9,1,2,1,9
09/04/2020 16:10,4,2,2,4,5,1,9
08/04/2020 07:20,9,7,6,9,5,0,9
07/04/2020 11:20,10,5,3,1,8,1,9
06/04/2020 13:20,10,6,8,1,4,1,9
07/04/2020 12:50,10,9,1,4,0,1,9
07/04/2020 18:45,2,4,5,6,5,1,9
06/04/2020 17:00,9,9,1,10,1,1,9
07/04/2020 20:45,5,7,9,7,8,1,9
06/04/2020 17:10,10,2,1,10,10,1,9
09/04/2020 04:35,3,10,2,10,3,1,9
06/04/2020 08:40,4,0,5,0,1,1,9
10/04/2020 22:55,8,1,6,10,2,1,9
06/04/2020 11:25,3,1,7,10,10,1,9
10/04/2020 05:30,3,4,0,4,10,1,9
07/04/2020 05:15,7,4,2,1,8,1,9
07/04/2020 00:25,2,2,2,7,10,1,9
08/04/2020 05:35,5,2,4,1,0,1,9
07/04/2020 13:25,6,6,2,0,6,1,9
10/04/2020 17:40,5,5,10,1,10,1,9
08/04/2020 23:45,6,10,7,1,5,1,9
07/04/2020 13:05,3,2,3,6,3,1,9
06/04/2020 09:05,0,9,2,7,6,1,9
08/04/2020 01:30,8,10,3,5,0,1,9
10/04/2020 22:00,0,10,7,5,7,1,9
10/04/2020 18:15,0,6,7,7,5,1,9
10/04/2020 06:50,7,0,8,10,10,1,9
09/04/2020 21:20,5,7,7,4,3,1,9
06/04/2020 21:35,3,3,2,9,10,1,9
09/04/2020 18:35,7,4,9,10,4,1,9
10/04/2020 03:30,1,2,10,2,6,1,9
07/04/2020 04:20,10,0,0,10,4,1,9
10/04/2020 08:40,6,6,4,1,4,1,9
06/04/2020 14:20,0,7,4,1,5,1,9
06/04/2020 14:10,2,5,10,3,10,0,9
09/04/2020 05:55,9,10,9,3,6,1,9
07/04/2020 08:50,6,6,3,2,0,1,9
08/04/2020 00:50,5,6,8,7,2,1,9
06/04/2020 18:15,5,0,2,7,2,1,9
09/04/2020 19:45,9,10,6,4,0,1,9
10/04/2020 17:20,4,0,0,6,3,1,9
06/04/2020 16:55,2,7,2,9,6,1,9
09/04/2020 04:25,6,2,10,10,4,1,9
09/04/2020 11:50,8,4,8,4,0,1,9
08/04/2020 05:20,2,3,0,8,10,1,9
08/04/2020 11:20,6,10,9,10,4,1,9
09/04/2020 18:40,9,0,10,8,1,1,9
10/04/2020 10:20,1,2,7,9,7,1,9
06/04/2020 18:35,2,1,1,6,5,1,9
07/04/2020 13:50,6,0,10,6,6,1,9
10/04/2020 00:55,7,7,3,0,10,1,9
08/04/2020 03:05,10,3,8,4,2,1,9
08/04/2020 23:45,5,9,2,3,5,1,9
10/04/2020 06:30,3,6,10,9,1,1,9
09/04/2020 12:15,10,3,7,3,6,1,9
08/04/2020 00:25,7,8,9,7,5,1,9
09/04/2020 02:00,10,4,7,8,2,1,9
06/04/2020 10:05,0,0,10,9,2,1,9
09/04/2020 14:10,6,8,9,8,9,1,9
07/04/2020 04:55,0,0,8,5,10,1,9
07/04/2020 19:40,7,2,10,5,10,1,9
06/04/2020 02:05,9,10,5,10,1,1,9
09/04/2020 23:35,4,9,10,0,0,1,9
08/04/2020 00:35,4,5,9,0,5,1,9
10/04/2020 09:40,9,5,3,0,0,1,9
08/04/2020 09:30,1,9,4,3,7,1,9
09/04/2020 18:40,7,8,7,7,10,1,9
09/04/2020 11:55,10,8,5,0,7,1,9
08/04/2020 08:45,2,10,10,7,1,1,9
10/04/2020 18:25,6,2,10,10,9,1,9
06/04/2020 08:50,8,2,4,8,4,0,9
08/04/2020 23:45,10,4,10,5,5,1,9
06/04/2020 06:10,0,9,7,1,4,1,9
09/04/2020 18:55,6,1,4,9,10,1,9
07/04/2020 13:35,10,1,8,3,7,1,9
08/04/2020 23:45,8,8,3,7,8,1,9
07/04/2020 17:25,2,3,5,7,4,0,9
06/04/2020 19:40,0,8,10,6,10,1,9
06/04/2020 22:00,0,8,5,6,6,1,9
10/04/2020 23:30,0,10,1,3,10,1,9
09/04/2020 05:40,10,9,3,7,1,0,9
06/04/2020 21:30,5,2,10,4,10,0,9
07/04/2020 22:35,9,10,10,10,4,1,9
08/04/2020 23:45,4,9,3,4,4,1,9
06/04/2020 15:35,10,10,7,1,5,1,9
10/04/2020 15:35,4,0,6,2,10,1,9
10/04/2020 06:45,0,2,3,1,10,1,9
09/04/2020 01:30,1,10,2,0,4,0,9
09/04/2020 11:20,8,9,0,10,9,1,9
07/04/2020 11:40,10,10,7,5,6,1,9
08/04/2020 09:40,3,9,0,10,10,1,9
09/04/2020 05:05,5,7,4,7,7,1,9
08/04/2020 09:30,10,0,5,0,8,1,9
10/04/2020 22:20,2,0,2,10,1,1,9
10/04/2020 20:55,3,6,10,6,4,1,9
09/04/2020 01:05,4,9,8,0,0,1,9
08/04/2020 10:45,2,6,6,4,9,1,9
09/04/2020 13:25,10,8,8,4,3,1,9
07/04/2020 13:40,10,3,3,2,10,1,9
08/04/2020 10:00,2,3,4,3,9,1,9
09/04/2020 15:10,2,10,1,4,8,1,9
09/04/2020 04:15,1,3,5,1,9,1,9
09/04/2020 01:40,6,1,7,6,9,1,9
09/04/2020 22:05,7,7,6,8,3,1,9
08/04/2020 06:30,10,2,10,5,8,1,9
08/04/2020 07:35,8,6,10,7,6,1,9
09/04/2020 01:55,2,1,7,6,9,1,9
10/04/2020 13:05,10,5,3,10,3,1,9
07/04/2020 21:00,10,3,5,8,5,1,9
06/04/2020 00:45,4,4,8,2,5,1,9
06/04/2020 20:05,10,4,3,7,5,1,9
10/04/2020 08:55,0,10,10,2,10,1,9
07/04/2020 01:05,4,10,2,10,10,1,9
06/04/2020 01:55,1,0,3,4,1,1,9
07/04/2020 21:55,3,1,10,9,8,1,9
09/04/2020 19:45,9,2,9,9,10,1,9
10/04/2020 13:45,10,1,10,10,1,1,9
08/04/2020 00:05,9,1,1,6,7,1,9
09/04/2020 04:15,0,2,10,7,7,1,9
06/04/2020 23:20,7,1,4,10,10,1,9
08/04/2020 06:55,9,7,10,10,6,1,9
08/04/2020 02:10,10,10,9,5,4,1,9
10/04/2020 12:45,9,5,1,1,9,0,9
09/04/2020 20:15,7,8,2,10,10,1,9
06/04/2020 07:35,5,9,10,5,10,0,9
07/04/2020 21:05,8,4,4,8,5,1,9
10/04/2020 18:40,2,4,10,6,2,1,9
08/04/2020 23:45,0,7,10,3,10,1,9
10/04/2020 01:30,5,1,4,6,2,1,9
10/04/2020 22:55,8,10,2,8,5,1,9
10/04/2020 22:50,9,3,2,6,0,1,9
06/04/2020 21:55,9,10,3,10,0,1,9
07/04/2020 19:10,10,3,5,5,3,1,9
08/04/2020 09:15,9,1,8,10,0,1,9
10/04/2020 01:00,2,3,2,9,3,1,9
07/04/2020 10:40,5,6,7,2,4,1,9
09/04/2020 00:35,9,10,8,3,6,1,9
06/04/2020 10:25,10,8,1,1,4,1,9
07/04/2020 15:00,2,6,10,3,8,1,9
10/04/2020 20:25,0,7,1,5,2,1,9
10/04/2020 13:05,10,8,2,4,4,0,9
06/04/2020 22:55,9,10,5,8,5,1,9
09/04/2020 08:45,5,9,8,3,1,1,9
06/04/2020 00:50,7,0,9,3,9,1,9
06/04/2020 16:55,1,0,5,6,1,1,9
09/04/2020 09:45,7,10,2,2,5,1,9
09/04/2020 11:05,2,0,7,5,10,1,9
08/04/2020 23:45,6,3,3,0,10,1,9
08/04/2020 23:45,1,1,10,8,0,1,9
07/04/2020 05:30,10,10,7,3,1,0,9
06/04/2020 14:00,3,1,2,2,8,1,9
06/04/2020 08:40,8,7,10,2,0,1,9
10/04/2020 07:15,1,4,9,9,5,1,9
09/04/2020 04:30,4,2,10,6,4,1,9
10/04/2020 22:50,4,5,2,5,0,1,9
06/04/2020 14:20,3,4,2,10,7,1,9
07/04/2020 12:55,6,10,8,2,2,1,9
07/04/2020 10:20,9,10,7,8,4,0,9
08/04/2020 05:30,2,9,10,1,3,0,9
07/04/2020 02:50,2,10,3,6,5,0,9
10/04/2020 14:10,8,10,10,2,1,0,9
08/04/2020 07:25,4,8,1,4,1,1,9
07/04/2020 15:45,3,1,4,10,6,1,9
08/04/2020 11:45,1,9,1,10,2,1,9
07/04/2020 02:45,9,1,3,10,4,1,9
10/04/2020 07:05,0,10,6,8,4,1,9
08/04/2020 00:25,3,3,5,9,6,1,9
